1 0 0 0 0
2 0 0 0 0
3 0 0 0 0
4 0 0 0 0
5 0 0 0 0
6 0 0 0 0
7 0 0 0 0
8 0 0 0 0
9 0 0 0 0
10 0 0 0 0
11 0 0 0 0
12 0 0 0 0
13 0 0 0 0
14 0 0 0 0
15 0 0 0 0
16 0 0 0 0
17 0 0 0 0
18 0 0 0 0
19 0 0 0 0
20 0 0 0 0
21 0 0 0 0
22 0 0 0 0
23 0 0 0.594581 0
24 0 0 0 0
25 0 0 0 0
26 0 0 0 0
27 0 0 0 0
28 0 0 0 0
29 0 0 0 0
30 0 0 0.594257 0
31 0 0 0 0
32 0 0 0 0
33 0 0 0 0
34 0 0 0 0
35 0 0 0 0
36 0 0 0 0
37 0 0 0 0
38 0 0 0 0
39 0 0 0 0
40 0 0 0 0
41 0 0 0.594558 0
42 0 0.736086 1.49542 0
43 0 0 0 0
44 0 0 0 0
45 0 0 0 0
46 0 0 0.594503 0
47 0 0 0 0
48 0 0 0 0
49 0 0.612065 0.998607 0
50 0 0 0 0
51 0 0 0 0
52 0 0 0 0
53 0 0 0 0
54 0 0 0 0
55 0 0 0 0
56 5.35897e-06 0 0.594531 0
57 1.13884e-06 0 0.594575 0
58 0 0 0 0
59 0 0 0 0
60 0 0 0 0
61 0 0 0 0
62 1.32334e-05 0 0.594437 0
63 1.09867e-06 -nan 0.594575 0
64 1.92346e-05 0 0.594406 0
65 0 0 0 0
66 0 0 0 0
67 0 0 0 0
68 0 0 0 0
69 0 0 0 0
70 0.034121 0.503258 1.215 0
71 0.10519 0.942584 1.19198 0
72 0 0 0 0
73 0 0 0 0
74 1.16834e-06 0 0.594564 0
75 1.59097e-06 0 0.594589 0
76 2.16962e-06 0 0.594569 0
77 0 0 0 0
78 0 0 0 0
79 0 0 0 0
80 0 0 0 0
81 2.37896e-06 0 0.594593 0
82 4.22591e-06 -nan 0.594602 0
83 0 0 0 0
84 0.0536281 0.437293 1.14337 0
85 0 0 0 0
86 0.0473868 1.11138 1.65718 1
87 0 0 0 0
88 0 0 0 0
89 0 0 0 0
90 0 0 0 0
91 0 0 0 0
